Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Monaco,MCO,84289.5595438943,83727.0488033757,91651.0499568933,85421.7258336278,89415.8281214554,101963.222110443,101315.707697008,90909.1028670077,93110.9810218226,91398.311296276,82537.4464694446,82542.3644408713,89009.2202332333,108889.217254337,123289.494120823,126599.403276628,135629.605720617,170472.284881312,193648.132212747,152877.365748281,145221.191568424,163351.646685562,0,0,0
Moldova,MDA,972.093095246,832.4334053276,626.1293330662,640.8298792685,461.2009904098,476.9873794853,462.1720075975,528.1777629862,448.8413622198,321.0267964814,354.0012789752,407.7302431871,458.6778168363,548.2896866905,720.9409320721,831.2052862106,950.6482043627,1230.4346847203,1695.9728111438,1525.5261188276,1631.5358317953,1970.5713725334,2046.5367866511,2243.979662444,2238.9017737728
Madagascar,MDG,266.8922555689,222.9855792046,246.6148460878,266.5990563414,228.3049758815,234.8927801347,287.7714084755,247.4504540765,252.7817806614,243.5667860352,246.2826349005,278.9874569873,262.7418133424,317.4220231481,245.6704573167,275.5158270961,292.9908930587,379.0672519752,472.3791007953,417.1783091928,414.1427872187,456.3293071343,444.9584937502,462.9739991372,449.4008297456
Maldives,MDV,986.6468130073,1076.9528312023,1217.3220451366,1331.9282741147,1452.5893187301,1564.6625685108,1719.0165189024,1925.0894029505,1992.9756369781,2104.4276914674,2182.9970114847,3028.3430421255,3066.882665957,3432.2478306641,3853.333411554,3488.4937756583,4428.5229014481,5002.8622927997,5850.2033171132,6017.5838592487,6330.7949828376,6497.55044562,6529.9780714124,7100.9157789199,7635.4841513313
Middle East & North Africa (all income levels),MEA,2127.8155914828,2076.2814390872,2222.0189965216,2188.0994485714,2229.2559911733,2472.2844190187,2743.3293433037,2788.2186077563,2655.9135040712,2789.6767149343,3051.5152310478,3004.8564417204,2937.4354031805,3246.6765158065,3702.9312618824,4375.4746837288,5018.7905354619,5838.6823800974,7140.1305308178,6233.3196560644,7108.7042002346,8346.3966274339,8849.731657768,8737.8002296891,8432.3295476394
Mexico,MEX,3068.702424242,3600.0451853224,4080.4521751764,5544.9324622148,5690.6747131306,3640.8334188728,4131.8057059322,4907.3331516863,5038.6297747096,5722.1221385731,6649.7165342157,6952.2890393048,7023.7872759469,6673.1669738041,7115.1217687272,7893.9682337565,8666.3353533106,9219.8177828529,9578.570699612,7647.6847472834,8851.3505140582,9715.1125963615,9703.3710171782,10172.7225491296,10325.6460658759
Marshall Islands,MHL,1659.11205074,1701.8419587055,1844.0524887611,1987.1533605051,2136.7617691836,2356.5268522148,2156.8963169057,2056.0014959475,2093.5647315685,2073.4866951993,2126.8328715439,2206.6561156159,2391.3474033358,2434.7613057987,2517.6933890156,2645.9814053556,2758.382925515,2878.4648771944,2925.9004827352,2907.6314679531,3124.3434477546,3290.0291851617,3502.2607042871,3602.8539441022,3529.7483033974
Middle income,MIC,763.3933818268,799.6911574285,779.4502895306,833.3384658441,913.3700223591,1020.8120682935,1110.4792445213,1155.0603347497,1124.0164739342,1097.1087457024,1172.452337975,1163.5300849255,1209.1465736147,1341.0587222231,1547.5646349124,1805.3611242916,2101.6995307379,2561.6942061864,3003.3168078527,2972.7140452107,3589.7261247435,4159.5152066162,4360.630884194,4582.0864470679,4723.6307735074
"Macedonia, FYR",MKD,2240.1403356974,2360.9977670935,1171.7652373663,1297.8593793467,1728.5199397046,2277.5915702215,2258.159241723,1896.7281723468,1799.7013986016,1837.2302082466,1875.1271315924,1835.014520759,1980.752877669,2431.83677608,2787.773056349,3063.5954258157,3351.3025901849,4063.7459398208,4821.5405747127,4566.3413322114,4561.1775464492,5079.9620789636,4709.5116277774,5195.2834883947,5455.5948890016
Mali,MLI,316.1858565363,314.1085156904,318.3700932081,308.6345744513,221.859916014,280.7307871873,280.8210862933,265.2542972098,279.5986936706,273.7017727373,240.3780565481,265.2605844099,272.0337397103,349.2081239925,399.3849184338,425.9107028484,460.0055722655,519.31431313,614.3157547536,610.0541523214,610.7906020952,680.8279074879,641.7938200842,659.5201611458,704.5074400243
Malta,MLT,7192.394285355,7688.0275070728,8365.013099521,7428.4756012887,8149.4163242973,9717.5019381883,9852.3100107592,9683.1454079747,10091.2797969916,10301.4232851886,10377.0373182486,9967.7904065929,10849.7502791421,12844.5879877177,14064.2295970135,14834.4323706421,15705.3402150582,18356.968284457,20895.7805043413,19636.0062766561,19694.0831567142,22347.708423805,21176.3099827802,22776.1946886632,0
Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421.4973508006,1106.9838241779,1203.8446629383
Middle East & North Africa (developing only),MNA,0,0,0,1192.9623877552,1198.0446231299,1337.9027436231,1521.7536278411,1531.8161474313,1525.2808977112,1582.7282590117,1610.7554354734,1638.025263121,1562.2831120656,1731.8711431645,1949.6697819703,2261.6011933248,2583.2602400973,3152.7204412588,3831.0848193538,3623.2237267371,4100.7697192666,4654.4059779928,4953.247959159,4719.4253748087,4356.8756359945
Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,1627.0428933387,1909.6354349023,2106.3390131291,2789.0815815388,3380.1995346968,3674.5265295146,4383.595097082,5957.1456931201,7325.7034740518,6698.079438624,6682.2811577458,7318.7446902672,6586.7212793222,7186.4297868215,7378.3452890295
Mongolia,MNG,1172.4430658221,1072.6348679465,587.3003521496,339.5194007341,405.9719883099,631.9151609594,580.9100758004,505.6031387001,477.3501300451,445.0063898698,474.2129565711,524.0247660076,571.5383906056,646.1191681137,797.9051521446,998.8222993774,1334.4057115741,1633.384335055,2138.3767404814,1717.0731367761,2650.346884884,3772.9315473841,4377.2388701044,4387.7070561013,4129.3735483622
Northern Mariana Islands,MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,187.86381728,237.8860719541,161.3051155749,162.0765428632,160.1679279322,158.4693492229,214.7273267376,250.5363079972,281.4076755083,298.3297188866,274.6562556261,253.6631645882,260.0436726088,280.8725682763,332.8829119532,365.5968499197,382.3779583218,418.9129863554,499.8870858182,461.4252186979,417.5012315332,524.8914529413,564.8124630943,605.2344447224,585.6226826367
Mauritania,MRT,503.8387137218,693.8203377194,684.2155898361,567.5889709525,580.5384571059,606.3913116635,600.1377127471,566.1714107357,538.958965454,534.5120053563,477.1129880985,463.2714184683,459.1255458792,525.4587742557,598.2105479045,692.5759653987,937.9827017149,1008.5547052373,1180.5495140793,1045.7904084956,1207.8274574751,1390.928621698,1282.7851012859,1306.0076522152,1274.9769489686
Mauritius,MUS,2506.184932713,2669.3262815885,2973.2053880177,2973.7936089484,3197.3369560052,3599.5517508176,3899.4424332067,3646.6378419097,3593.2415685611,3651.2310783089,3861.0385424078,3792.1875762733,3957.5129049256,4623.3517835151,5229.8735672438,5116.0396422591,5455.0656303796,6285.7890498112,7749.3184383752,7082.2957001442,7772.1000565275,8984.6297685987,9113.64064294,9479.8695901545,10016.6486405725
Malawi,MWI,199.8920811562,229.4346494731,185.8457705723,213.5208354447,121.5144013218,142.2661985428,227.9496562369,259.5642988529,165.7193407113,163.1898021987,155.764358225,149.3672431695,226.0768307473,200.5426970837,211.5738168116,216.1146186207,237.698259172,270.2411460177,307.577897588,351.0797566256,365.5165695426,369.6043471896,270.0875312883,239.8697313903,255.0445695732
Malaysia,MYS,2417.4369020498,2626.5749754076,3080.8686153878,3395.5259469214,3685.9351383642,4280.0165718905,4743.6884869733,4585.6910349637,3227.8084180792,3456.5003954359,4004.5571912748,3878.7714093459,4132.6677407283,4431.2394550148,4924.5858520004,5564.1732305015,6194.6719054165,7240.6819666796,8486.5993327354,7312.0083136334,9069.041756995,10427.7560500121,10834.6590783671,10973.6559383179,11307.064952828
North America,NAC,23689.4710109231,24123.9483779082,25013.406866732,25813.9885020957,26981.511581016,27961.9304170491,29184.5110043884,30598.9597449898,31759.9976406125,33392.3044949251,35232.9984630427,35930.8491772686,36777.868886872,38535.6966175216,40933.4748613302,43498.181200198,45834.9557269967,47702.4652807684,48213.007827818,46393.4649786254,48291.4597271455,50016.8270592835,51590.5658891017,52919.0693820568,54194.6053820553
Namibia,NAM,1981.25191624,2054.86339616,2278.0946801787,2063.8135150694,2264.6547421447,2383.2939424579,2313.5093030256,2333.573585313,2114.1971084664,2056.1639609711,2059.4090146716,1836.7553207403,1716.8958828421,2489.8939462246,3298.9016504906,3582.2598203477,3884.6468337472,4195.9363933353,4011.3011688847,4123.9399972969,5143.1306757925,5539.6151596693,5679.958215209,5435.4893201641,5408.2434909387
New Caledonia,NCL,14800.0286943521,15133.1622384558,16261.2969282208,16640.8023536798,16037.0252427091,18721.0564384262,18257.2150489301,16341.5873485558,15387.8695836451,14611.8328032133,12579.5951055864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,313.5376232441,284.9839053975,277.7654526978,183.9772967403,172.9386000723,200.8994916515,204.8882929687,183.4781735331,199.0612129469,186.49965458,160.2183423174,167.0912300766,179.7352704941,218.0471229696,234.9104278657,252.5046154867,260.5637700083,295.3931987199,358.1914055305,344.3756411101,351.0062183468,378.200546574,393.6434230449,418.4924220477,427.3732403154
Nigeria,NGA,321.6683708941,279.2757823145,291.2834845053,153.0756654876,171.0247982128,263.2880378745,314.7399021205,314.2998493635,273.8697972443,299.3567659484,377.5002693468,350.260182194,457.3970475536,510.2962952817,645.7638711788,804.0059951702,1014.7347416177,1131.1476946253,1376.8574487829,1091.9685272245,2314.9635366535,2514.1486215193,2739.8521890391,2979.834678858,3203.2968244943
Nicaragua,NIC,243.561319383,351.3978395775,413.919879906,396.7974008734,854.5495268897,897.7156164622,916.5190994565,917.1286484542,951.8731567822,981.0202910225,1016.0215515367,1043.6007578696,1010.1468863731,1015.5658950617,1091.5051566246,1175.116443418,1245.1420954106,1350.5872226616,1517.8036108171,1478.9713887084,1523.4814692424,1679.7482002536,1779.8670876132,1824.9880756576,1963.0548840336
Netherlands,NLD,21019.125671934,21454.8628923695,23598.9507648691,22827.3000431587,24331.7540182404,28884.7135222434,28698.6660159512,26404.986730145,27533.6067928156,27951.734289323,25921.1279408277,26584.1216906272,28817.3232079888,35245.1640746805,39954.6422157907,41577.1600883755,44453.9711946212,51241.3156170166,56928.8204756806,51900.3400948453,50341.251919716,53537.2751512189,49474.705606422,51425.0789882648,52138.6839244096
High income: nonOECD,NOC,4773.4724860684,5141.9560670585,5409.5355537517,5459.3736912217,5587.2277444088,5861.5002636665,6101.6528964848,6438.0511404844,5752.2441687403,5629.7529189111,6279.5181624672,6241.2658926035,5775.6516099835,6430.0658297643,7823.3636709354,9354.4278012659,10999.0086772893,13069.9840246508,15731.9899910091,13137.4487603292,15446.9366902974,17996.4873569592,19099.9965087537,19532.764128435,18617.6136492259
Norway,NOR,28242.943738533,28596.9330036444,30523.9850558974,27963.6652188271,29315.8419070199,34875.1973878148,37321.4433901355,36628.5174155741,34788.7785642698,36371.3957875661,38146.7153917477,38549.5893413937,43061.1503812416,50111.6544494522,57570.2691601943,66775.3943971756,74114.697150083,85128.6575906714,96880.5096146393,80017.7768095085,87646.2700974708,100575.117263444,101563.702677597,102832.258689863,97299.636068076
Nepal,NPL,193.555631286,203.8472966711,172.0775864947,180.1850078558,194.9610926499,205.7465272119,206.4409707786,219.6310635259,212.3742546471,215.8966734541,231.4329675705,248.8329359029,246.8035835369,254.5539382341,288.6695954321,318.7480983451,350.6084650142,396.1697727924,476.5565582354,483.4034114547,595.42751983,695.8831982943,685.496758554,692.336309426,701.6800633995
New Zealand,NZL,13663.03308699,12230.0882500412,11793.1614624339,13094.322241959,15280.2421339277,17400.3388746115,18794.5078516466,17474.1760599056,14738.4800207116,15322.245999552,13641.0560259004,13882.8949661011,16895.4540659785,21941.0582092097,25461.1340621386,27833.6031112777,26630.3641512637,32382.2691095373,30972.1195839865,27998.5664382058,33394.0729963486,37896.8539665922,39504.9609388617,42308.1838247083,44342.1644241792
High income: OECD,OEC,19701.4079690159,20650.9236452129,22008.5805481434,22008.4202076827,23418.8434883277,25713.9527148529,25705.2884487578,25085.6632719242,25074.0091986197,26176.6024259993,26456.5884819283,26084.3092236846,27052.2583697826,30209.9970738849,33392.6294082197,34952.4378230584,36566.639381273,39689.62311619,41677.532237955,38977.6827337202,40462.018917045,43198.2744239287,42925.0274342757,43108.6506636541,43697.2196239015
OECD members,OED,17510.3929035177,18353.1316481272,19552.7589834434,19667.9662773862,20828.2173156567,22641.7462736145,22654.637668821,22164.7003457696,22205.9380515193,23165.9788995122,23475.4744905522,23099.5952706668,23942.7577923476,26643.9672713329,29447.4698469548,30893.3920557223,32345.9396904608,35113.3358660239,36865.1950596589,34255.7990475316,35673.8894305974,38061.0792669298,37788.7905777632,37979.9366878549,38422.5838587063
Oman,OMN,6448.1348534245,5993.3481710436,6289.3012942506,6046.2302650483,6038.1491791909,6297.1976273318,6882.5946355649,7109.6604749562,6330.7267454606,7059.2147245801,8710.9878050834,8559.5658108199,8670.2637844607,9070.4946985076,10115.0436104014,12398.5943454954,14575.1603991844,16225.6599871528,22963.3781637315,17518.8333143066,19920.6495686354,21164.3357574377,21533.807603293,20011.3477786118,19309.6124499023
Other small states,OSS,1544.5343898438,1546.3211776817,1633.7876713402,1517.6658290693,1531.0166257769,1694.6735756583,1754.4887020645,1734.6985100799,1601.1132784866,1662.9934121771,1734.8577689241,1702.8940540761,1718.7686097258,2169.5119554332,2650.5249106326,3051.8897850128,3256.6454689224,3706.3449806589,4290.9362442199,3665.3988131128,4229.451165675,5023.3518652095,4887.0732697661,4822.0497210634,4799.4063168169
Pakistan,PAK,371.8177069668,410.8302765013,428.0656441165,441.5721331324,434.0301412132,494.5852085115,503.7494519856,484.5586947377,471.1023570765,465.9272423126,534.9158370039,511.8111260591,501.185454468,565.3238448029,652.0202130187,714.0368100028,876.9511088541,953.7956859753,1042.8017054166,1009.7993193028,1043.3002050381,1230.8154275681,1266.3807581145,1275.363647567,1316.6141096974
Panama,PAN,2150.2138801543,2315.7071958036,2578.8539721123,2759.2427804183,2882.8576966661,2887.4138324583,3335.4622528262,3534.8484386409,3755.0882175241,3857.0894214618,3836.7300580338,3825.0509331893,3902.5314749002,4038.4560739994,4348.6634866901,4659.0230894999,5072.2192624164,6142.9479658841,7112.3987081982,7283.5569805144,7958.5836896832,9036.0374135757,10138.5211288862,11206.4247074704,11948.8511416186
Peru,PER,1177.9201205271,1514.7206859452,1547.2943175398,1476.2547827325,1849.835920655,2162.7571992343,2208.4017124955,2289.1620098773,2164.0885086591,1929.9838125249,1967.2432102088,1964.5730392987,2046.3774244284,2191.3715595059,2445.4464875817,2714.4801159352,3143.5500310734,3611.2048430378,4244.5396616024,4178.8207671007,5056.3031310642,5731.3465632302,6388.8450978557,6603.8095961814,6541.0305636068
Philippines,PHL,715.3107014742,715.1252434225,814.0325683889,815.6645634038,939.1022022973,1061.3478986676,1159.7309343973,1127.3456165846,967.1935905933,1087.958344358,1039.7017956415,958.0115790406,1000.7777284449,1011.2866443898,1080.0861840208,1196.5398492383,1395.2126330001,1678.8519884121,1929.1328970269,1836.8741202308,2145.2400070734,2371.8535366282,2604.655996837,2786.9504684183,2872.5121647166
Palau,PLW,5095.6325800252,5420.1409087971,5187.555052221,4644.0501682472,4970.3659625112,5519.3856853086,6114.8912122068,6246.9237984881,6333.4053120276,6011.4948617438,7826.9910409232,8283.8302357224,8386.6772812109,8149.1209879864,8873.5966279744,9721.5005877282,9719.1414579153,9726.1123901034,9837.3505069462,9183.1353703402,9004.6372164289,9765.3055031593,10397.7580261948,10926.3178965677,11879.6778117315
Papua New Guinea,PNG,774.3639918969,888.6466039393,1001.9629894858,1110.2450783797,1197.2349134522,983.0753346796,1065.1144977461,993.4574036911,742.7872918338,663.9585832842,655.2502301889,558.8829823462,530.58405865,610.2002910919,661.125039041,799.4164059234,886.4202669456,992.6737493163,1223.2029780024,1210.8717231987,1418.9235906922,1838.6991986867,2151.2102765496,2108.8410381879,2268.1587169891
Poland,POL,1698.0069224016,2192.6659795969,2411.8594960694,2449.3019080321,2819.6894664051,3612.159514482,4066.8420292196,4076.3528382021,4483.2368876751,4351.3746047946,4492.7276035594,4981.1986188017,5196.9329210389,5693.377763226,6639.9630515764,7976.0667676403,8999.7396266064,11247.5514811334,13906.2181999449,11440.5781321257,12597.4587924553,13891.14168806,13142.0459946086,13776.4547643996,14336.7977208633
Puerto Rico,PRI,8652.5074922251,9064.0185171149,9659.3388999592,10212.2767630564,10876.4188239898,11579.1849969985,12173.163688986,12817.6449621352,14304.4073670605,15220.9792370215,16192.129596219,18243.7177481569,18972.7685297569,19820.2072870642,20988.9923326534,21959.3227075956,22935.9411493385,23664.8823530538,24898.3388400438,25768.7360476525,26435.7259802226,27219.3933390493,27752.0427446427,28681.700710182,0
"Korea, Dem. People’s Rep.",PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,7885.3940191922,8959.8672080538,10811.630636571,9535.5948491087,9978.3019369786,11782.5214789678,12185.0638930534,11578.4415149862,12202.6914067704,12474.8180820119,11502.3968126428,11729.1461629811,12882.2889730308,15772.7333950542,18045.5880994833,18784.9484992149,19821.4446268632,22780.0584505513,24815.6088356622,23063.9716141302,22539.9960076117,23194.7409567701,20577.4026375899,21618.7353389663,22124.3669649875
Paraguay,PRY,1351.5787788105,1615.4796067781,1614.6733759271,1596.1448794593,1692.2396245508,1903.4679936311,2009.6499026995,2000.9102774362,1773.2412796954,1614.9037273537,1545.6255480918,1417.2603196823,1148.2290485116,1174.7797654949,1408.5274825574,1507.1459510857,1809.7102314292,2312.1925382242,3059.9850992135,2599.592016272,3225.5917537364,3983.4985035205,3858.0364922747,4497.4351663862,4712.8233115125
Pacific island small states,PSS,1410.5063416101,1484.0817292251,1600.6162724631,1657.7918880851,1877.7416551825,1996.5059312204,2112.7953019286,2082.358888869,1767.9818109836,1901.3445064617,1752.7402457547,1696.5328233133,1771.2802666252,2058.6182237312,2352.4717362049,2546.2432595062,2640.7026931583,2870.2435366216,3021.9894672102,2649.7348583783,2890.8944345567,3386.8468791,3537.2813291837,3599.7463276179,3760.707986468
French Polynesia,PYF,16036.7308807556,16173.4858424675,17334.4007631356,17732.7484168018,16647.1582038702,18505.4593212225,18034.7537588535,15943.318904918,16530.1725080536,16299.2842798506,14530.2260236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,15447.5950850833,14189.4822320454,15614.9758275331,14542.3751398971,14892.4949750106,16242.7212900548,17698.7254126397,21388.7240855197,18693.3258250231,21717.8373661499,29926.3633512513,28577.3016008302,30523.4907717931,35221.5264325297,43346.8642555975,53207.3336473736,61593.6729672606,67612.4940409837,82990.0709631041,61463.9035819678,70870.2265835221,89115.9014908449,94407.406919562,96076.9963757655,96732.4025450739
Romania,ROU,1650.6929783755,1260.7490454513,1102.1037847325,1158.1325159134,1323.1043250493,1564.1804947186,1561.9209409212,1564.4865066478,1864.9913869855,1610.1343704598,1668.1627311968,1839.729450114,2124.8736133584,2774.9558064905,3552.9245198174,4676.3151832595,5828.7406231023,8214.1873420062,10136.4716262399,8220.1083289951,8297.4836207238,9200.2778247049,8577.2892144382,9587.1777635884,10000.0026233174
Russian Federation,RUS,3485.1122022467,3485.0560001276,3095.6597791412,2929.4621185755,2663.3945990755,2665.7397218956,2643.8976964979,2737.5566623407,1834.8469373329,1330.7514639504,1771.58660191,2100.3623859404,2375.059043945,2975.1327783493,4102.3722935488,5323.4738765559,6920.1943978361,9101.2567060889,11635.2742379874,8562.813696954,10674.9972024184,13323.8833754364,14078.8305693118,14487.2798702588,12735.9184024927
Rwanda,RWA,351.2778271036,270.3286653836,302.2568044434,312.9228082155,125.6901274894,218.7703011895,226.6981976461,284.5872453185,282.2886646374,239.6336090159,216.2758943836,201.0640419342,196.4447015069,212.5120519456,236.6292142316,286.5674694368,336.9422810401,398.2084858803,491.9404166077,529.5965561776,553.5974576107,606.9028863997,667.4145823344,678.9981669441,695.6892586009
South Asia,SAS,363.6765621691,316.1950789061,328.6608689867,318.5834949191,354.0888097477,385.362367375,413.2093901278,425.0667823013,422.774551526,444.5723928943,453.8482631032,457.6179207233,473.181236024,542.6738657337,618.7216332507,697.4291381912,784.8389214594,978.8987460354,981.0786822516,1062.8387849229,1285.1022839499,1382.5299244181,1374.2788532614,1390.686759333,1504.0433104744
Saudi Arabia,SAU,7137.3920237311,7775.7015416448,7834.2362079702,7386.6682125028,7310.9503451911,7555.9653320832,8159.9806741278,8328.9709848724,7180.1504399057,7728.6763880296,8808.8753666647,8315.7393019921,8317.9085747894,9186.3103884354,10756.0162185009,13273.6534986384,14826.9166983811,15947.4057864239,19436.8571597589,15655.0833675338,18753.9812332079,23256.0956126438,24883.1897146534,24646.0208730264,24406.4764554706
Sudan,SDN,481.4966694901,428.4327165836,256.5928500423,313.6932870484,437.6980634959,458.7780295952,290.4369042815,365.5484798213,342.2699903363,315.9880040542,352.5015707331,368.5180133836,402.2254330961,466.0338721684,550.7465691074,661.6262771384,868.3227750224,1081.1593205797,1248.3552690617,1183.206774887,1421.5329424295,1596.4452095571,1662.28764085,1726.0801560363,1875.8432874165
Senegal,SEN,760.778760771,724.8458954717,751.480880027,689.6680371172,457.4790203885,560.0805181586,566.6833210376,509.9214334448,535.8884987169,534.855206176,474.5771245415,482.0680429139,513.3918328235,642.6259945453,732.3181055903,772.6524453737,808.2884238566,948.5067591839,1094.5764761858,1018.3895512169,998.1196955021,1081.1315180002,1019.2722302587,1051.3764212864,1067.131753327
Singapore,SGP,11864.5336894003,14505.0203890834,16144.008192197,18302.430396422,21578.4605325312,24936.8308288424,26263.0162675193,26386.457446122,21824.0355777162,21795.6969567352,23792.6070703118,21577.0782270996,22016.8327916368,23573.6280388506,27405.2713554901,29869.8539805446,33579.8594757016,39223.5818748702,39721.0481819946,38577.5582156126,46569.6795060716,53121.3540170131,54576.7572472464,55980.1510418784,56284.3314404291
Solomon Islands,SLB,970.0689336513,998.7252017509,1147.867918438,1210.4133735577,1330.7276693271,1445.6627306688,1529.7932279863,1495.0797606783,1206.6332420559,1201.5730436609,1055.2103564045,945.5289267085,785.6255584933,745.4571873255,819.3012296863,881.9647785153,950.0576950888,1048.7714859722,1208.3441955852,1161.2288099161,1276.3485131046,1648.8541272698,1866.7072455098,1889.9918179213,2024.1904146843
Sierra Leone,SLE,165.2532317803,197.6688858284,173.0635021735,197.4406409429,236.3358887822,226.889663656,245.6898333287,221.2109347023,173.3609027639,169.5159969795,156.5918666417,255.7885643839,280.181171383,295.0797750752,293.854506622,320.995366803,359.5337138352,400.3809370649,453.7363655061,434.5343628859,446.3417656946,490.8789047393,618.94725293,783.0111438242,765.9591972967
El Salvador,SLV,914.0946390403,998.0126188182,1104.3292257511,1270.2692904984,1462.6596324321,1699.9350301132,1827.8994280538,1956.0985893224,2093.4872713484,2158.1429654793,2259.8882693868,2363.2710311395,2435.4727481619,2549.886636494,2666.3396954881,2874.2572562645,3108.592529337,3358.4212518546,3569.3353934472,3431.2800679181,3547.0709831532,3821.3385898552,3921.7203951166,3998.7394993862,4119.9920231917
San Marino,SMR,0,0,0,0,0,0,0,0,0,31493.2974031007,28224.2028597647,29354.5509006803,31268.4674125473,39375.2287992645,45597.515995166,47035.6543494594,49682.0936590572,56489.5013763457,62993.3672242481,0,0,0,0,0,0
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.2230393439,542.6158839557
Serbia,SRB,0,0,0,0,0,2196.618466519,2749.9664390834,3178.8314843329,2416.0690774312,2441.4303890442,870.1365251593,1634.8750606895,2148.9035373961,2832.4906523085,3331.228765606,3528.1310077579,4129.7587410283,5458.1217184217,6701.7739127801,5821.3053970568,5411.8774039191,6423.2917833458,5659.3802040369,6353.8263827933,6152.9206337474
Sub-Saharan Africa (developing only),SSA,595.8008319727,597.9797783904,570.1308686242,533.386256262,504.6500183374,570.2507553816,574.0082796071,577.6288580108,530.4698525598,519.297189132,541.5025083678,489.7525538218,513.3164376746,639.6023090664,772.371424231,885.5526283622,1007.4495042876,1130.2196920866,1249.206107875,1159.4662219794,1515.5269201753,1663.1762226147,1695.3601366652,1740.4104852916,1775.546494709
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688.6540468885,1271.0317282658,1563.9041953666,1696.1456672217,944.2828115784,1157.486957878,1115.0935156088
Sub-Saharan Africa (all income levels),SSF,596.2098986456,598.3682158807,570.6727336289,534.0061653747,505.2240259733,570.842215135,574.7073095282,578.7293260022,531.5269020175,520.7305260458,543.4887969932,492.3390846684,516.3981193373,643.4229463827,778.7324999073,896.7309562934,1019.5009236289,1143.8600146905,1268.6151322994,1171.5050739594,1529.9160836769,1682.1298333643,1714.6579764723,1758.4962574974,1791.2494583042
Small states,SST,1932.1318091011,1913.9096498156,1952.8100503292,1916.8964269767,1982.470467218,2167.1574988954,2284.5561921771,2373.5524302828,2355.2147706863,2465.0078357103,2587.2631571297,2584.3446872515,2656.7020938109,3063.269099662,3534.0727570733,4009.7136119623,4351.6802628015,4868.268396695,5549.2742568463,4692.4014896606,5204.4754115737,5936.1039516903,5894.9051338588,5924.849057336,5963.445999493
Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,0,515.9195477004,562.8262369864,658.280139874,703.662556707,824.0121598296,858.58783098,911.057012003,1158.9308012002,1151.6919645504,1142.1823112953,1374.1319209888,1488.0480031256,1675.7475715527,1810.7215665104
Suriname,SUR,951.0723138269,1077.468106175,955.2095039332,995.1105187666,1381.5198898271,1556.5811816955,1897.1128212384,2014.0163225867,2014.4614886124,1861.5965243379,1855.77231028,1576.7240462996,2217.6978015542,2606.8277245584,3033.0188885727,3645.8949979686,5295.6236481658,5862.0509745583,6973.0982392593,7561.4507007808,8430.9059650623,8448.5042608346,9422.2709943523,9618.3505312758,9680.1159136737
Slovak Republic,SVK,2395.5645824043,2680.0410261774,2908.8108322784,3089.4382764857,3755.7277365689,4799.1510511761,5177.7488642501,5138.1486791594,5533.5888448764,5636.5795322278,5402.9297536132,5708.0826593527,6524.861878156,8696.9132419141,10654.7937072937,11631.3545704906,13100.3652701628,16014.5986924985,18604.3192257127,16460.222396523,16554.889115691,18138.7275365668,17207.2792064847,18109.5002134933,18500.6646092218
Slovenia,SVN,0,0,0,0,0,10690.6619764623,10801.4311015494,10447.9377477966,11165.2750214767,11441.9962270358,10227.7348765409,10479.2977776263,11814.1020929149,14880.4689893241,17260.9023870701,18169.1797892301,19726.1257457623,23841.317105206,27501.8102703687,24633.7960813766,23438.8665610126,24983.6937254463,22477.5975627822,23144.122520269,24001.9013862278
Sweden,SWE,30162.3157718195,31374.1169876676,32338.5039496678,24080.8996705645,25747.2416875525,29914.331746409,32587.2641044641,29897.7926311935,30143.627458278,30577.0817743892,29283.0050461572,26969.2445747257,29571.7044643283,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010495,53324.3793724756,55746.8423811175,46207.0592032962,52076.4305245885,59593.6847982389,57134.0770682404,60283.24522267,58898.9275256779
Swaziland,SWZ,1292.0574184155,1303.0652064971,1415.0233815648,1465.3118422177,1503.1337459436,1763.4762927382,1627.9840859085,1705.1729440924,1532.9187226316,1476.7761918484,1433.1812404461,1255.4741289756,1131.2435328579,1704.1539133765,2211.0892568714,2339.3003740639,2636.32001593,2690.9283920603,2617.3600943286,2679.6705995317,2956.6967946812,4093.384242641,3988.6671624314,3648.0749034896,3477.1492429559
Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
